Sample	gene	contig	perc_ID	perc_query_length	start	stop
NK_H14_044	oqxa	NODE_2_length_435912_cov_20.946279	99.4	100	424502	423327
NK_H14_044	ISSen4_IS3_IS407	NODE_2_length_435912_cov_20.946279	89.43	100	429217	427998
NK_H14_044	oqxa	NODE_2_length_435912_cov_20.946279	99.4	100	424502	423327
NK_H14_044	ISSpr2_IS3_IS407	NODE_2_length_435912_cov_20.946279	87.65	100.1638002	429217	427998
NK_H14_047	oqxa	NODE_9_length_267186_cov_34.407955	99.4	100	224965	223790
NK_H14_047	IS1351_IS3_IS407	NODE_9_length_267186_cov_34.407955	91.47	100	232938	234131
NK_H14_047	oqxa	NODE_9_length_267186_cov_34.407955	99.4	100	224965	223790
NK_H14_047	ISEcl10_IS3_IS407	NODE_9_length_267186_cov_34.407955	92.96	100	232938	234131
NK_H14_060	oqxa	NODE_4_length_361339_cov_16.586844	99.4	100	324180	323005
NK_H14_060	ISEam1_IS3_IS51	NODE_4_length_361339_cov_16.586844	91.1	97.72357724	330101	328901
NK_H14_060	oqxa	NODE_4_length_361339_cov_16.586844	99.4	100	324180	323005
NK_H14_060	ISEc14_IS3_IS51	NODE_4_length_361339_cov_16.586844	97.17	94.64988198	330101	328899
NK_H14_060	oqxa	NODE_4_length_361339_cov_16.586844	99.4	100	324180	323005
NK_H14_060	ISEc15_IS3_IS51	NODE_4_length_361339_cov_16.586844	80.96	100.3252033	330101	328872
NK_H14_060	oqxa	NODE_4_length_361339_cov_16.586844	99.4	100	324180	323005
NK_H14_060	ISEc24_IS3_IS51	NODE_4_length_361339_cov_16.586844	80.97	99.10569106	330087	328872
NK_H14_066	oqxa	NODE_22_length_96295_cov_45.971097	99.4	100	59218	58043
NK_H14_066	ISEam1_IS3_IS51	NODE_22_length_96295_cov_45.971097	91.1	97.72357724	65139	63939
NK_H14_066	oqxa	NODE_22_length_96295_cov_45.971097	99.4	100	59218	58043
NK_H14_066	ISEc14_IS3_IS51	NODE_22_length_96295_cov_45.971097	97.17	94.64988198	65139	63937
NK_H14_066	oqxa	NODE_22_length_96295_cov_45.971097	99.4	100	59218	58043
NK_H14_066	ISEc15_IS3_IS51	NODE_22_length_96295_cov_45.971097	80.96	100.3252033	65139	63910
NK_H14_066	oqxa	NODE_22_length_96295_cov_45.971097	99.4	100	59218	58043
NK_H14_066	ISEc24_IS3_IS51	NODE_22_length_96295_cov_45.971097	80.97	99.10569106	65125	63910
NK_H14_082	oqxa	NODE_5_length_462497_cov_26.467452	99.4	100	425339	424164
NK_H14_082	ISEam1_IS3_IS51	NODE_5_length_462497_cov_26.467452	91.1	97.72357724	431260	430060
NK_H14_082	oqxa	NODE_5_length_462497_cov_26.467452	99.4	100	425339	424164
NK_H14_082	ISEc14_IS3_IS51	NODE_5_length_462497_cov_26.467452	97.17	94.64988198	431260	430058
NK_H14_082	oqxa	NODE_5_length_462497_cov_26.467452	99.4	100	425339	424164
NK_H14_082	ISEc15_IS3_IS51	NODE_5_length_462497_cov_26.467452	80.96	100.3252033	431260	430031
NK_H14_082	oqxa	NODE_5_length_462497_cov_26.467452	99.4	100	425339	424164
NK_H14_082	ISEc24_IS3_IS51	NODE_5_length_462497_cov_26.467452	80.97	99.10569106	431246	430031
NK_H14_090	oqxa	NODE_4_length_352004_cov_29.863074	99.15	100	39471	40646
NK_H14_090	ISEam1_IS3_IS51	NODE_4_length_352004_cov_29.863074	90.68	98.61788618	33551	34762
NK_H14_090	oqxa	NODE_4_length_352004_cov_29.863074	99.15	100	39471	40646
NK_H14_090	ISEc14_IS3_IS51	NODE_4_length_352004_cov_29.863074	96.41	98.58379229	33511	34762
NK_H14_090	oqxa	NODE_4_length_352004_cov_29.863074	99.15	100	39471	40646
NK_H14_090	ISEc15_IS3_IS51	NODE_4_length_352004_cov_29.863074	80.88	100.3252033	33551	34780
NK_H14_090	oqxa	NODE_4_length_352004_cov_29.863074	99.15	100	39471	40646
NK_H14_090	ISEc24_IS3_IS51	NODE_4_length_352004_cov_29.863074	81	99.26829268	33565	34780
NK_H15_005	oqxa	NODE_1_length_754463_cov_22.554795	99.49	100	681050	679875
NK_H15_005	IS1351_IS3_IS407	NODE_1_length_754463_cov_22.554795	92.29	100	687735	686530
NK_H15_005	oqxa	NODE_1_length_754463_cov_22.554795	99.49	100	681050	679875
NK_H15_005	ISEcl10_IS3_IS407	NODE_1_length_754463_cov_22.554795	94.61	100	687735	686530
NK_H15_017	oqxa	NODE_1_length_425206_cov_20.233957	99.4	100	58507	59682
NK_H15_017	ISEch12_IS3_IS407	NODE_1_length_425206_cov_20.233957	88.93	100	52657	51447
NK_H15_017	oqxa	NODE_1_length_425206_cov_20.233957	99.4	100	58507	59682
NK_H15_017	ISKpn54_IS3_IS407	NODE_1_length_425206_cov_20.233957	98.68	100	52657	51447
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	IS1230B_IS3_IS3	NODE_36_length_23391_cov_17.270289	95.88	101.2841091	19595	18337
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	IS3_IS3_IS3	NODE_36_length_23391_cov_17.270289	82.57	100.7949126	19595	18337
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	IS3F_IS3_IS3	NODE_36_length_23391_cov_17.270289	82.6	100.9538951	19595	18337
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	IS3H_IS3_IS3	NODE_36_length_23391_cov_17.270289	80.9	100.8723236	19595	18337
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	ISEal1_IS3_IS3	NODE_36_length_23391_cov_17.270289	82.67	101.5261044	19595	18337
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	ISEc16_IS3_IS3	NODE_36_length_23391_cov_17.270289	81.24	101.5273312	19595	18337
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	ISEc17_IS3_IS3	NODE_36_length_23391_cov_17.270289	82.62	100.63593	19595	18337
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	ISPeat2_IS3_IS3	NODE_36_length_23391_cov_17.270289	81.09	101.607717	19595	18337
NK_H15_026	oqxa	NODE_36_length_23391_cov_17.270289	99.4	100	15321	14146
NK_H15_026	ISSty2_IS3_IS3	NODE_36_length_23391_cov_17.270289	96.51	100.1588562	19595	18337
NK_H15_042	oqxa	NODE_39_length_41887_cov_16.303400	99.4	100	5374	4199
NK_H15_042	ISEch12_IS3_IS407	NODE_39_length_41887_cov_16.303400	90.75	100	14547	13337
NK_H15_042	oqxa	NODE_39_length_41887_cov_16.303400	99.4	100	5374	4199
NK_H15_042	ISKpn54_IS3_IS407	NODE_39_length_41887_cov_16.303400	95.29	100	14547	13337
NK_H15_057	oqxa	NODE_13_length_137878_cov_11.821344	99.4	100	7279	8454
NK_H15_057	ISEam1_IS3_IS51	NODE_13_length_137878_cov_11.821344	91.1	97.72357724	1358	2558
NK_H15_057	oqxa	NODE_13_length_137878_cov_11.821344	99.4	100	7279	8454
NK_H15_057	ISEc14_IS3_IS51	NODE_13_length_137878_cov_11.821344	97.17	94.64988198	1358	2560
NK_H15_057	oqxa	NODE_13_length_137878_cov_11.821344	99.4	100	7279	8454
NK_H15_057	ISEc15_IS3_IS51	NODE_13_length_137878_cov_11.821344	80.96	100.3252033	1358	2587
NK_H15_057	oqxa	NODE_13_length_137878_cov_11.821344	99.4	100	7279	8454
NK_H15_057	ISEc24_IS3_IS51	NODE_13_length_137878_cov_11.821344	80.97	99.10569106	1372	2587
NK_H15_061	oqxa	NODE_36_length_58280_cov_21.712586	99.06	100	34583	35758
NK_H15_061	IS1400_IS3_IS407	NODE_36_length_58280_cov_21.712586	83.72	98.75724938	29260	28071
NK_H15_063A	oqxa	NODE_4_length_382753_cov_23.243287	99.15	100	35881	37056
NK_H15_063A	ISEch12_IS3_IS407	NODE_4_length_382753_cov_23.243287	88.77	100	27299	28508
NK_H15_063A	oqxa	NODE_4_length_382753_cov_23.243287	99.15	100	35881	37056
NK_H15_063A	ISKpn54_IS3_IS407	NODE_4_length_382753_cov_23.243287	98.51	100	27299	28508
NK_H15_065	oqxa	NODE_7_length_262072_cov_14.957480	99.4	100	37128	38303
NK_H15_065	ISEam1_IS3_IS51	NODE_7_length_262072_cov_14.957480	91.1	97.72357724	31207	32407
NK_H15_065	oqxa	NODE_7_length_262072_cov_14.957480	99.4	100	37128	38303
NK_H15_065	ISEc14_IS3_IS51	NODE_7_length_262072_cov_14.957480	97.17	94.64988198	31207	32409
NK_H15_065	oqxa	NODE_7_length_262072_cov_14.957480	99.4	100	37128	38303
NK_H15_065	ISEc15_IS3_IS51	NODE_7_length_262072_cov_14.957480	80.96	100.3252033	31207	32436
NK_H15_065	oqxa	NODE_7_length_262072_cov_14.957480	99.4	100	37128	38303
NK_H15_065	ISEc24_IS3_IS51	NODE_7_length_262072_cov_14.957480	80.97	99.10569106	31221	32436
NK_H16_002	oqxa	NODE_6_length_376599_cov_32.240366	99.49	100	44526	45701
NK_H16_002	IS1351_IS3_IS407	NODE_6_length_376599_cov_32.240366	92.29	100	37841	39046
NK_H16_002	oqxa	NODE_6_length_376599_cov_32.240366	99.49	100	44526	45701
NK_H16_002	ISEcl10_IS3_IS407	NODE_6_length_376599_cov_32.240366	94.61	100	37841	39046
NK_H17_001	oqxa	NODE_16_length_74743_cov_19.937735	96.17	100	68269	67094
NK_H17_001	ISEch12_IS3_IS407	NODE_16_length_74743_cov_19.937735	89.6	100	71664	72874
NK_H17_001	oqxa	NODE_16_length_74743_cov_19.937735	96.17	100	68269	67094
NK_H17_001	ISKpn54_IS3_IS407	NODE_16_length_74743_cov_19.937735	99.75	100	71664	72874
NK_H17_032	oqxa	NODE_21_length_78382_cov_16.066219	99.32	100	42261	43436
NK_H17_032	ISEhe3_IS3_IS51	NODE_21_length_78382_cov_16.066219	95.37	100.081367	33328	34556
NK_H17_033	oqxa	NODE_17_length_134789_cov_11.146723	96.34	100	47086	48261
NK_H17_033	ISEch12_IS3_IS407	NODE_17_length_134789_cov_11.146723	89.1	100	43691	42482
NK_H17_033	oqxa	NODE_17_length_134789_cov_11.146723	96.34	100	47086	48261
NK_H17_033	ISKpn54_IS3_IS407	NODE_17_length_134789_cov_11.146723	99.26	100	43691	42482
NK_H17_037	oqxa	NODE_2_length_399425_cov_13.797868	99.23	100	362267	361092
NK_H17_037	ISEam1_IS3_IS51	NODE_2_length_399425_cov_13.797868	91.1	97.72357724	368188	366988
NK_H17_037	oqxa	NODE_2_length_399425_cov_13.797868	99.23	100	362267	361092
NK_H17_037	ISEc14_IS3_IS51	NODE_2_length_399425_cov_13.797868	97.17	94.64988198	368188	366986
NK_H17_037	oqxa	NODE_2_length_399425_cov_13.797868	99.23	100	362267	361092
NK_H17_037	ISEc15_IS3_IS51	NODE_2_length_399425_cov_13.797868	80.96	100.3252033	368188	366959
NK_H17_037	oqxa	NODE_2_length_399425_cov_13.797868	99.23	100	362267	361092
NK_H17_037	ISEc24_IS3_IS51	NODE_2_length_399425_cov_13.797868	80.97	99.10569106	368174	366959
NK_H17_040	oqxa	NODE_4_length_509169_cov_26.801329	99.15	100	37509	38684
NK_H17_040	IS1351_IS3_IS407	NODE_4_length_509169_cov_26.801329	91.96	100	32504	33710
NK_H17_040	oqxa	NODE_4_length_509169_cov_26.801329	99.15	100	37509	38684
NK_H17_040	ISEcl10_IS3_IS407	NODE_4_length_509169_cov_26.801329	94.03	100	32504	33710
NK_H18_018	oqxa	NODE_2_length_462725_cov_14.478124	99.4	100	425566	424391
NK_H18_018	ISEam1_IS3_IS51	NODE_2_length_462725_cov_14.478124	91.1	97.72357724	431487	430287
NK_H18_018	oqxa	NODE_2_length_462725_cov_14.478124	99.4	100	425566	424391
NK_H18_018	ISEc14_IS3_IS51	NODE_2_length_462725_cov_14.478124	97.17	94.64988198	431487	430285
NK_H18_018	oqxa	NODE_2_length_462725_cov_14.478124	99.4	100	425566	424391
NK_H18_018	ISEc15_IS3_IS51	NODE_2_length_462725_cov_14.478124	80.96	100.3252033	431487	430258
NK_H18_018	oqxa	NODE_2_length_462725_cov_14.478124	99.4	100	425566	424391
NK_H18_018	ISEc24_IS3_IS51	NODE_2_length_462725_cov_14.478124	80.97	99.10569106	431473	430258
NK_H18_030	oqxa	NODE_2_length_435252_cov_13.290096	99.49	100	42116	43291
NK_H18_030	ISEhe3_IS3_IS51	NODE_2_length_435252_cov_13.290096	95.37	100.081367	33184	34412
NK_H18_075	oqxa	NODE_10_length_165169_cov_12.543334	99.49	100	73081	74256
NK_H18_075	IS1351_IS3_IS407	NODE_10_length_165169_cov_12.543334	92.29	100	66396	67601
NK_H18_075	oqxa	NODE_10_length_165169_cov_12.543334	99.49	100	73081	74256
NK_H18_075	ISEcl10_IS3_IS407	NODE_10_length_165169_cov_12.543334	94.61	100	66396	67601
NK_H19_009	oqxa	NODE_3_length_442251_cov_25.138047	99.57	100	37228	38403
NK_H19_009	ISEam1_IS3_IS51	NODE_3_length_442251_cov_25.138047	91.01	97.72357724	31307	32507
NK_H19_009	oqxa	NODE_3_length_442251_cov_25.138047	99.57	100	37228	38403
NK_H19_009	ISEc14_IS3_IS51	NODE_3_length_442251_cov_25.138047	97.09	94.64988198	31307	32509
NK_H19_009	oqxa	NODE_3_length_442251_cov_25.138047	99.57	100	37228	38403
NK_H19_009	ISEc15_IS3_IS51	NODE_3_length_442251_cov_25.138047	80.88	100.3252033	31307	32536
NK_H19_009	oqxa	NODE_3_length_442251_cov_25.138047	99.57	100	37228	38403
NK_H19_009	ISEc24_IS3_IS51	NODE_3_length_442251_cov_25.138047	80.89	99.10569106	31321	32536
NK_H19_017	oqxa	NODE_1_length_805942_cov_26.799062	99.15	100	40963	42138
NK_H19_017	IS10L_IS4_IS10	NODE_1_length_805942_cov_26.799062	98.57	100	31472	30144
NK_H19_017	oqxa	NODE_1_length_805942_cov_26.799062	99.15	100	40963	42138
NK_H19_017	IS10R_IS4_IS10	NODE_1_length_805942_cov_26.799062	100	100	31472	30144
NK_H19_017	oqxa	NODE_1_length_805942_cov_26.799062	99.15	100	40963	42138
NK_H19_017	ISVsa5_IS4_IS10	NODE_1_length_805942_cov_26.799062	100	100	31472	30144
NK_H19_022	oqxa	NODE_30_length_67293_cov_14.796968	96.43	100	12691	13866
NK_H19_022	IS1400_IS3_IS407	NODE_30_length_67293_cov_14.796968	84.16	98.84009942	9314	8123
NK_H19_025	oqxa	NODE_16_length_118363_cov_21.105583	99.4	100	37057	38232
NK_H19_025	ISEam1_IS3_IS51	NODE_16_length_118363_cov_21.105583	90.77	98.61788618	31136	32347
NK_H19_025	oqxa	NODE_16_length_118363_cov_21.105583	99.4	100	37057	38232
NK_H19_025	ISEc14_IS3_IS51	NODE_16_length_118363_cov_21.105583	96.86	95.35798584	31136	32347
NK_H19_025	oqxa	NODE_16_length_118363_cov_21.105583	99.4	100	37057	38232
NK_H19_025	ISEc15_IS3_IS51	NODE_16_length_118363_cov_21.105583	80.88	100.3252033	31136	32365
NK_H19_025	oqxa	NODE_16_length_118363_cov_21.105583	99.4	100	37057	38232
NK_H19_025	ISEc24_IS3_IS51	NODE_16_length_118363_cov_21.105583	80.92	99.26829268	31150	32365
NK_H20_004	oqxa	NODE_3_length_513767_cov_37.768474	99.57	100	388716	387541
NK_H20_004	ISEhe3_IS3_IS51	NODE_3_length_513767_cov_37.768474	87.32	100.081367	394772	396000
NK_H2_003	oqxa	NODE_64_length_24354_cov_21.595493	99.4	100	5667	6842
NK_H2_003	IS1222_IS3_IS407	NODE_64_length_24354_cov_21.595493	87.57	100.1638002	952	2171
NK_H2_003	oqxa	NODE_64_length_24354_cov_21.595493	99.4	100	5667	6842
NK_H2_003	ISEhe4_IS3_IS407	NODE_64_length_24354_cov_21.595493	83.24	100.1638002	952	2171
NK_H2_003	oqxa	NODE_64_length_24354_cov_21.595493	99.4	100	5667	6842
NK_H2_003	ISKpn34_IS3_IS407	NODE_64_length_24354_cov_21.595493	87.23	100.0819001	952	2171
NK_H2_003	oqxa	NODE_64_length_24354_cov_21.595493	99.4	100	5667	6842
NK_H2_003	ISRaq1_IS3_IS407	NODE_64_length_24354_cov_21.595493	89.61	100.0819001	952	2171
NK_H2_003	oqxa	NODE_64_length_24354_cov_21.595493	99.4	100	5667	6842
NK_H2_003	ISSen4_IS3_IS407	NODE_64_length_24354_cov_21.595493	89.43	100	952	2171
NK_H2_003	oqxa	NODE_64_length_24354_cov_21.595493	99.4	100	5667	6842
NK_H2_003	ISSpr2_IS3_IS407	NODE_64_length_24354_cov_21.595493	87.65	100.1638002	952	2171
NK_H2_008	oqxa	NODE_1_length_753772_cov_41.973071	99.49	100	714372	713197
NK_H2_008	IS1351_IS3_IS407	NODE_1_length_753772_cov_41.973071	92.29	100	721057	719852
NK_H2_008	oqxa	NODE_1_length_753772_cov_41.973071	99.49	100	714372	713197
NK_H2_008	ISEcl10_IS3_IS407	NODE_1_length_753772_cov_41.973071	94.61	100	721057	719852
NK_H21_009	oqxa	NODE_5_length_353538_cov_33.737917	99.49	100	332074	330899
NK_H21_009	IS1351_IS3_IS407	NODE_5_length_353538_cov_33.737917	92.29	100	338759	337554
NK_H21_009	oqxa	NODE_5_length_353538_cov_33.737917	99.49	100	332074	330899
NK_H21_009	ISEcl10_IS3_IS407	NODE_5_length_353538_cov_33.737917	94.61	100	338759	337554
NK_H21_014	oqxa	NODE_74_length_12940_cov_16.425427	99.15	100	5076	3901
NK_H21_014	IS1400_IS3_IS407	NODE_74_length_12940_cov_16.425427	85.03	100.1657001	10821	12027
NK_H21_021	oqxa	NODE_7_length_256122_cov_26.141186	96.43	100	40077	41252
NK_H21_021	ISEch12_IS3_IS407	NODE_7_length_256122_cov_26.141186	89.27	100	34212	33002
NK_H21_021	oqxa	NODE_7_length_256122_cov_26.141186	96.43	100	40077	41252
NK_H21_021	ISKpn54_IS3_IS407	NODE_7_length_256122_cov_26.141186	99.09	100	34212	33002
NK_H21_028	oqxa	NODE_20_length_100158_cov_19.285771	99.15	100	64197	63022
NK_H21_028	ISEch12_IS3_IS407	NODE_20_length_100158_cov_19.285771	88.77	100	72779	71570
NK_H21_028	oqxa	NODE_20_length_100158_cov_19.285771	99.15	100	64197	63022
NK_H21_028	ISKpn54_IS3_IS407	NODE_20_length_100158_cov_19.285771	98.51	100	72779	71570
NK_H21_037	oqxa	NODE_11_length_170632_cov_23.603343	99.4	100	37128	38303
NK_H21_037	ISEam1_IS3_IS51	NODE_11_length_170632_cov_23.603343	91.1	97.72357724	31207	32407
NK_H21_037	oqxa	NODE_11_length_170632_cov_23.603343	99.4	100	37128	38303
NK_H21_037	ISEc14_IS3_IS51	NODE_11_length_170632_cov_23.603343	97.17	94.64988198	31207	32409
NK_H21_037	oqxa	NODE_11_length_170632_cov_23.603343	99.4	100	37128	38303
NK_H21_037	ISEc15_IS3_IS51	NODE_11_length_170632_cov_23.603343	80.96	100.3252033	31207	32436
NK_H21_037	oqxa	NODE_11_length_170632_cov_23.603343	99.4	100	37128	38303
NK_H21_037	ISEc24_IS3_IS51	NODE_11_length_170632_cov_23.603343	80.97	99.10569106	31221	32436
NK_H21_058	oqxa	NODE_4_length_462724_cov_20.626119	99.4	100	425565	424390
NK_H21_058	ISEam1_IS3_IS51	NODE_4_length_462724_cov_20.626119	91.1	97.72357724	431486	430286
NK_H21_058	oqxa	NODE_4_length_462724_cov_20.626119	99.4	100	425565	424390
NK_H21_058	ISEc14_IS3_IS51	NODE_4_length_462724_cov_20.626119	97.17	94.64988198	431486	430284
NK_H21_058	oqxa	NODE_4_length_462724_cov_20.626119	99.4	100	425565	424390
NK_H21_058	ISEc15_IS3_IS51	NODE_4_length_462724_cov_20.626119	80.96	100.3252033	431486	430257
NK_H21_058	oqxa	NODE_4_length_462724_cov_20.626119	99.4	100	425565	424390
NK_H21_058	ISEc24_IS3_IS51	NODE_4_length_462724_cov_20.626119	80.97	99.10569106	431472	430257
NK_H22_020	oqxa	NODE_4_length_430726_cov_34.914809	99.49	100	393786	392611
NK_H22_020	IS1351_IS3_IS407	NODE_4_length_430726_cov_34.914809	91.96	100	398793	397587
NK_H22_020	oqxa	NODE_4_length_430726_cov_34.914809	99.49	100	393786	392611
NK_H22_020	ISEcl10_IS3_IS407	NODE_4_length_430726_cov_34.914809	94.03	100	398793	397587
NK_H22_041	oqxa	NODE_2_length_716828_cov_45.470930	99.4	100	680287	679112
NK_H22_041	ISEch12_IS3_IS407	NODE_2_length_716828_cov_45.470930	90.75	100	689460	688250
NK_H22_041	oqxa	NODE_2_length_716828_cov_45.470930	99.4	100	680287	679112
NK_H22_041	ISKpn54_IS3_IS407	NODE_2_length_716828_cov_45.470930	95.29	100	689460	688250
NK_H22_062	oqxa	NODE_3_length_407240_cov_25.134383	96.43	100	402694	401519
NK_H22_062	ISEch12_IS3_IS407	NODE_3_length_407240_cov_25.134383	88.09	83.89760528	406099	407113
NK_H22_062	oqxa	NODE_3_length_407240_cov_25.134383	96.43	100	402694	401519
NK_H22_062	ISKpn54_IS3_IS407	NODE_3_length_407240_cov_25.134383	99.11	83.89760528	406099	407113
NK_H22_064	oqxa	NODE_22_length_95852_cov_16.707471	99.4	100	58775	57600
NK_H22_064	ISEam1_IS3_IS51	NODE_22_length_95852_cov_16.707471	91.1	97.72357724	64696	63496
NK_H22_064	oqxa	NODE_22_length_95852_cov_16.707471	99.4	100	58775	57600
NK_H22_064	ISEc14_IS3_IS51	NODE_22_length_95852_cov_16.707471	97.17	94.64988198	64696	63494
NK_H22_064	oqxa	NODE_22_length_95852_cov_16.707471	99.4	100	58775	57600
NK_H22_064	ISEc15_IS3_IS51	NODE_22_length_95852_cov_16.707471	80.96	100.3252033	64696	63467
NK_H22_064	oqxa	NODE_22_length_95852_cov_16.707471	99.4	100	58775	57600
NK_H22_064	ISEc24_IS3_IS51	NODE_22_length_95852_cov_16.707471	80.97	99.10569106	64682	63467
NK_H22_067	oqxa	NODE_6_length_415619_cov_23.805029	99.4	100	378461	377286
NK_H22_067	ISEam1_IS3_IS51	NODE_6_length_415619_cov_23.805029	91.1	97.72357724	384382	383182
NK_H22_067	oqxa	NODE_6_length_415619_cov_23.805029	99.4	100	378461	377286
NK_H22_067	ISEc14_IS3_IS51	NODE_6_length_415619_cov_23.805029	97.17	94.64988198	384382	383180
NK_H22_067	oqxa	NODE_6_length_415619_cov_23.805029	99.4	100	378461	377286
NK_H22_067	ISEc15_IS3_IS51	NODE_6_length_415619_cov_23.805029	80.96	100.3252033	384382	383153
NK_H22_067	oqxa	NODE_6_length_415619_cov_23.805029	99.4	100	378461	377286
NK_H22_067	ISEc24_IS3_IS51	NODE_6_length_415619_cov_23.805029	80.97	99.10569106	384368	383153
NK_H22_068	oqxa	NODE_3_length_783901_cov_25.957559	99.15	100	746944	745769
NK_H22_068	IS1351_IS3_IS407	NODE_3_length_783901_cov_25.957559	91.96	100	751949	750743
NK_H22_068	oqxa	NODE_3_length_783901_cov_25.957559	99.15	100	746944	745769
NK_H22_068	ISEcl10_IS3_IS407	NODE_3_length_783901_cov_25.957559	94.03	100	751949	750743
NK_H22_069	oqxa	NODE_4_length_462724_cov_24.598383	99.4	100	37159	38334
NK_H22_069	ISEam1_IS3_IS51	NODE_4_length_462724_cov_24.598383	91.1	97.72357724	31238	32438
NK_H22_069	oqxa	NODE_4_length_462724_cov_24.598383	99.4	100	37159	38334
NK_H22_069	ISEc14_IS3_IS51	NODE_4_length_462724_cov_24.598383	97.17	94.64988198	31238	32440
NK_H22_069	oqxa	NODE_4_length_462724_cov_24.598383	99.4	100	37159	38334
NK_H22_069	ISEc15_IS3_IS51	NODE_4_length_462724_cov_24.598383	80.96	100.3252033	31238	32467
NK_H22_069	oqxa	NODE_4_length_462724_cov_24.598383	99.4	100	37159	38334
NK_H22_069	ISEc24_IS3_IS51	NODE_4_length_462724_cov_24.598383	80.97	99.10569106	31252	32467
NK_H22_071	oqxa	NODE_3_length_462703_cov_26.347350	99.4	100	425545	424370
NK_H22_071	ISEam1_IS3_IS51	NODE_3_length_462703_cov_26.347350	91.1	97.72357724	431466	430266
NK_H22_071	oqxa	NODE_3_length_462703_cov_26.347350	99.4	100	425545	424370
NK_H22_071	ISEc14_IS3_IS51	NODE_3_length_462703_cov_26.347350	97.17	94.64988198	431466	430264
NK_H22_071	oqxa	NODE_3_length_462703_cov_26.347350	99.4	100	425545	424370
NK_H22_071	ISEc15_IS3_IS51	NODE_3_length_462703_cov_26.347350	80.96	100.3252033	431466	430237
NK_H22_071	oqxa	NODE_3_length_462703_cov_26.347350	99.4	100	425545	424370
NK_H22_071	ISEc24_IS3_IS51	NODE_3_length_462703_cov_26.347350	80.97	99.10569106	431452	430237
NK_H22_076	oqxa	NODE_1_length_433362_cov_25.945697	99.23	100	43741	44916
NK_H22_076	ISEae2_IS3_IS2	NODE_1_length_433362_cov_25.945697	82.56	97.2972973	37824	39115
NK_H22_076	oqxa	NODE_1_length_433362_cov_25.945697	99.23	100	43741	44916
NK_H22_076	ISEcl1_IS3_IS2	NODE_1_length_433362_cov_25.945697	98.43	100	37817	39152
NK_H22_079	oqxa	NODE_11_length_217367_cov_26.233189	99.4	100	180240	179065
NK_H22_079	ISEam1_IS3_IS51	NODE_11_length_217367_cov_26.233189	91.1	97.72357724	186161	184961
NK_H22_079	oqxa	NODE_11_length_217367_cov_26.233189	99.4	100	180240	179065
NK_H22_079	ISEc14_IS3_IS51	NODE_11_length_217367_cov_26.233189	97.17	94.64988198	186161	184959
NK_H22_079	oqxa	NODE_11_length_217367_cov_26.233189	99.4	100	180240	179065
NK_H22_079	ISEc15_IS3_IS51	NODE_11_length_217367_cov_26.233189	80.96	100.3252033	186161	184932
NK_H22_079	oqxa	NODE_11_length_217367_cov_26.233189	99.4	100	180240	179065
NK_H22_079	ISEc24_IS3_IS51	NODE_11_length_217367_cov_26.233189	80.97	99.10569106	186147	184932
NK_H22_092	oqxa	NODE_12_length_153790_cov_8.352388	96.43	100	40109	41284
NK_H22_092	ISEch12_IS3_IS407	NODE_12_length_153790_cov_8.352388	89.27	100	34244	33034
NK_H22_092	oqxa	NODE_12_length_153790_cov_8.352388	96.43	100	40109	41284
NK_H22_092	ISKpn54_IS3_IS407	NODE_12_length_153790_cov_8.352388	99.09	100	34244	33034
NK_H24_028	oqxa	NODE_3_length_449054_cov_27.212676	99.4	100	411896	410721
NK_H24_028	ISEam1_IS3_IS51	NODE_3_length_449054_cov_27.212676	91.1	97.72357724	417817	416617
NK_H24_028	oqxa	NODE_3_length_449054_cov_27.212676	99.4	100	411896	410721
NK_H24_028	ISEc14_IS3_IS51	NODE_3_length_449054_cov_27.212676	97.17	94.64988198	417817	416615
NK_H24_028	oqxa	NODE_3_length_449054_cov_27.212676	99.4	100	411896	410721
NK_H24_028	ISEc15_IS3_IS51	NODE_3_length_449054_cov_27.212676	80.96	100.3252033	417817	416588
NK_H24_028	oqxa	NODE_3_length_449054_cov_27.212676	99.4	100	411896	410721
NK_H24_028	ISEc24_IS3_IS51	NODE_3_length_449054_cov_27.212676	80.97	99.10569106	417803	416588
NK_H24_037	oqxa	NODE_18_length_108845_cov_50.117212	99.57	100	101129	99954
NK_H24_037	ISEhe3_IS3_IS51	NODE_18_length_108845_cov_50.117212	87.32	100.081367	107185	108413
NK_H24_040	oqxa	NODE_4_length_462150_cov_24.755984	99.4	100	37160	38335
NK_H24_040	ISEam1_IS3_IS51	NODE_4_length_462150_cov_24.755984	91.1	97.72357724	31239	32439
